Make,Model,trim,mileage,reg_year,transmission_type,fuel_type,price
Volkswagen,T-Roc,2.0 TDI SEL 5dr DSG,26760,2020,Semiauto,Diesel,"20,500"
Audi,A5,35 TFSI S Line 2dr S Tronic,8959,2019,Semiauto,Petrol,"20,500"
Audi,A4,35 TDI Black Edition 4dr S Tronic,65682,2020,Semiauto,Diesel,"20,550"
Volkswagen,T-Roc,1.5 TSI EVO SEL 5dr,21356,2020,Manual,Petrol,"20,650"
Skoda,Kodiaq,1.5 TSI SE L 5dr DSG [7 Seat],32007,2019,Automatic,Petrol,"20,750"
Skoda,Superb,2.0 TDI CR 122 SE Technology 5dr DSG,37560,2021,Semiauto,Diesel,"20,800"
Volkswagen,Golf,1.5 TSI R-Line 5dr,10525,2021,Manual,Petrol,"20,825"
Audi,A1,35 TFSI S Line 5dr S Tronic,27945,2020,Semiauto,Petrol,"20,850"
Audi,A3,40 TFSI e Sport 5dr S Tronic,32201,2021,Semiauto,Hybrid,"21,100"
Volkswagen,Golf,1.4 TSI GTE 5dr DSG,45876,2021,Semiauto,Hybrid,"21,150"
Skoda,Superb,2.0 TDI CR 122 SE Technology 5dr DSG,43250,2021,Semiauto,Diesel,"19,500"
Audi,A4,35 TDI Technik 4dr S Tronic,21748,2020,Semiauto,Diesel,"19,600"
Volkswagen,Tiguan,Allspace 2.0 TDI SE Nav 5dr,40680,2019,Manual,Diesel,"19,700"
Audi,A3,35 TFSI Technik 5dr,24017,2020,Manual,Petrol,"19,750"
SEAT,Ateca,1.5 TSI EVO FR 5dr DSG,38228,2021,Semiauto,Petrol,"20,000"
Volkswagen,Golf,1.5 TSI 150 R-Line 5dr,14900,2020,Manual,Petrol,"20,100"
Audi,Q2,35 TFSI S Line 5dr S Tronic,37878,2020,Semiauto,Petrol,"20,100"
SEAT,Tarraco,1.5 EcoTSI Xcellence Lux 5dr,31502,2020,Manual,Petrol,"20,350"
Audi,A3,30 TFSI Sport 5dr,16588,2020,Manual,Petrol,"20,450"
Skoda,Kodiaq,2.0 TDI SE L 4x4 5dr,37000,2019,Manual,Diesel,"20,495"
Volkswagen,T-Roc,2.0 TDI SEL 5dr DSG,26760,2020,Semiauto,Diesel,"20,500"
Audi,A5,35 TFSI S Line 2dr S Tronic,8959,2019,Semiauto,Petrol,"20,500"
Audi,A4,35 TDI Black Edition 4dr S Tronic,65682,2020,Semiauto,Diesel,"20,550"
Volkswagen,T-Roc,1.5 TSI EVO SEL 5dr,21356,2020,Manual,Petrol,"20,650"
Skoda,Kodiaq,1.5 TSI SE L 5dr DSG [7 Seat],32007,2019,Automatic,Petrol,"20,750"
Skoda,Superb,2.0 TDI CR 122 SE Technology 5dr DSG,37560,2021,Semiauto,Diesel,"20,800"
Volkswagen,Golf,1.5 TSI R-Line 5dr,10525,2021,Manual,Petrol,"20,825"
Audi,A1,35 TFSI S Line 5dr S Tronic,27945,2020,Semiauto,Petrol,"20,850"
Audi,A3,40 TFSI e Sport 5dr S Tronic,32201,2021,Semiauto,Hybrid,"21,100"
Volkswagen,Golf,1.4 TSI GTE 5dr DSG,45876,2021,Semiauto,Hybrid,"21,150"
Skoda,Superb,2.0 TDI CR 122 SE Technology 5dr DSG,43250,2021,Semiauto,Diesel,"19,500"
Audi,A4,35 TDI Technik 4dr S Tronic,21748,2020,Semiauto,Diesel,"19,600"
Volkswagen,Tiguan,Allspace 2.0 TDI SE Nav 5dr,40680,2019,Manual,Diesel,"19,700"
Audi,A3,35 TFSI Technik 5dr,24017,2020,Manual,Petrol,"19,750"
SEAT,Ateca,1.5 TSI EVO FR 5dr DSG,38228,2021,Semiauto,Petrol,"20,000"
Volkswagen,Golf,1.5 TSI 150 R-Line 5dr,14900,2020,Manual,Petrol,"20,100"
Audi,Q2,35 TFSI S Line 5dr S Tronic,37878,2020,Semiauto,Petrol,"20,100"
SEAT,Tarraco,1.5 EcoTSI Xcellence Lux 5dr,31502,2020,Manual,Petrol,"20,350"
Audi,A3,30 TFSI Sport 5dr,16588,2020,Manual,Petrol,"20,450"
Skoda,Kodiaq,2.0 TDI SE L 4x4 5dr,37000,2019,Manual,Diesel,"20,495"
Volkswagen,T-Roc,2.0 TDI SEL 5dr DSG,26760,2020,Semiauto,Diesel,"20,500"
Audi,A5,35 TFSI S Line 2dr S Tronic,8959,2019,Semiauto,Petrol,"20,500"
Audi,A4,35 TDI Black Edition 4dr S Tronic,65682,2020,Semiauto,Diesel,"20,550"
Volkswagen,T-Roc,1.5 TSI EVO SEL 5dr,21356,2020,Manual,Petrol,"20,650"
Skoda,Kodiaq,1.5 TSI SE L 5dr DSG [7 Seat],32007,2019,Automatic,Petrol,"20,750"
Skoda,Superb,2.0 TDI CR 122 SE Technology 5dr DSG,37560,2021,Semiauto,Diesel,"20,800"
Volkswagen,Golf,1.5 TSI R-Line 5dr,10525,2021,Manual,Petrol,"20,825"
Audi,A1,35 TFSI S Line 5dr S Tronic,27945,2020,Semiauto,Petrol,"20,850"
Audi,A3,40 TFSI e Sport 5dr S Tronic,32201,2021,Semiauto,Hybrid,"21,100"
Volkswagen,Golf,1.4 TSI GTE 5dr DSG,45876,2021,Semiauto,Hybrid,"21,150"
Skoda,Superb,2.0 TDI CR 122 SE Technology 5dr DSG,43250,2021,Semiauto,Diesel,"19,500"
Audi,A4,35 TDI Technik 4dr S Tronic,21748,2020,Semiauto,Diesel,"19,600"
Volkswagen,Tiguan,Allspace 2.0 TDI SE Nav 5dr,40680,2019,Manual,Diesel,"19,700"
Audi,A3,35 TFSI Technik 5dr,24017,2020,Manual,Petrol,"19,750"
SEAT,Ateca,1.5 TSI EVO FR 5dr DSG,38228,2021,Semiauto,Petrol,"20,000"
Volkswagen,Golf,1.5 TSI 150 R-Line 5dr,14900,2020,Manual,Petrol,"20,100"
Audi,Q2,35 TFSI S Line 5dr S Tronic,37878,2020,Semiauto,Petrol,"20,100"
SEAT,Tarraco,1.5 EcoTSI Xcellence Lux 5dr,31502,2020,Manual,Petrol,"20,350"
Audi,A3,30 TFSI Sport 5dr,16588,2020,Manual,Petrol,"20,450"
Skoda,Kodiaq,2.0 TDI SE L 4x4 5dr,37000,2019,Manual,Diesel,"20,495"
Volkswagen,T-Roc,2.0 TDI SEL 5dr DSG,26760,2020,Semiauto,Diesel,"20,500"
Audi,A5,35 TFSI S Line 2dr S Tronic,8959,2019,Semiauto,Petrol,"20,500"
Audi,A4,35 TDI Black Edition 4dr S Tronic,65682,2020,Semiauto,Diesel,"20,550"
Volkswagen,T-Roc,1.5 TSI EVO SEL 5dr,21356,2020,Manual,Petrol,"20,650"
Skoda,Kodiaq,1.5 TSI SE L 5dr DSG [7 Seat],32007,2019,Automatic,Petrol,"20,750"
Skoda,Superb,2.0 TDI CR 122 SE Technology 5dr DSG,37560,2021,Semiauto,Diesel,"20,800"
Volkswagen,Golf,1.5 TSI R-Line 5dr,10525,2021,Manual,Petrol,"20,825"
Audi,A1,35 TFSI S Line 5dr S Tronic,27945,2020,Semiauto,Petrol,"20,850"
Audi,A3,40 TFSI e Sport 5dr S Tronic,32201,2021,Semiauto,Hybrid,"21,100"
Volkswagen,Golf,1.4 TSI GTE 5dr DSG,45876,2021,Semiauto,Hybrid,"21,150"
Skoda,Superb,2.0 TDI CR 122 SE Technology 5dr DSG,43250,2021,Semiauto,Diesel,"19,500"
Audi,A4,35 TDI Technik 4dr S Tronic,21748,2020,Semiauto,Diesel,"19,600"
Volkswagen,Tiguan,Allspace 2.0 TDI SE Nav 5dr,40680,2019,Manual,Diesel,"19,700"
Audi,A3,35 TFSI Technik 5dr,24017,2020,Manual,Petrol,"19,750"
SEAT,Ateca,1.5 TSI EVO FR 5dr DSG,38228,2021,Semiauto,Petrol,"20,000"
Volkswagen,Golf,1.5 TSI 150 R-Line 5dr,14900,2020,Manual,Petrol,"20,100"
Audi,Q2,35 TFSI S Line 5dr S Tronic,37878,2020,Semiauto,Petrol,"20,100"
SEAT,Tarraco,1.5 EcoTSI Xcellence Lux 5dr,31502,2020,Manual,Petrol,"20,350"
Audi,A3,30 TFSI Sport 5dr,16588,2020,Manual,Petrol,"20,450"
Skoda,Kodiaq,2.0 TDI SE L 4x4 5dr,37000,2019,Manual,Diesel,"20,495"
Volkswagen,T-Roc,2.0 TDI SEL 5dr DSG,26760,2020,Semiauto,Diesel,"20,500"
Audi,A5,35 TFSI S Line 2dr S Tronic,8959,2019,Semiauto,Petrol,"20,500"
Audi,A4,35 TDI Black Edition 4dr S Tronic,65682,2020,Semiauto,Diesel,"20,550"
Volkswagen,T-Roc,1.5 TSI EVO SEL 5dr,21356,2020,Manual,Petrol,"20,650"
Skoda,Kodiaq,1.5 TSI SE L 5dr DSG [7 Seat],32007,2019,Automatic,Petrol,"20,750"
Skoda,Superb,2.0 TDI CR 122 SE Technology 5dr DSG,37560,2021,Semiauto,Diesel,"20,800"
Volkswagen,Golf,1.5 TSI R-Line 5dr,10525,2021,Manual,Petrol,"20,825"
Audi,A1,35 TFSI S Line 5dr S Tronic,27945,2020,Semiauto,Petrol,"20,850"
Audi,A3,40 TFSI e Sport 5dr S Tronic,32201,2021,Semiauto,Hybrid,"21,100"
Volkswagen,Golf,1.4 TSI GTE 5dr DSG,45876,2021,Semiauto,Hybrid,"21,150"
Skoda,Superb,2.0 TDI CR 122 SE Technology 5dr DSG,43250,2021,Semiauto,Diesel,"19,500"
Audi,A4,35 TDI Technik 4dr S Tronic,21748,2020,Semiauto,Diesel,"19,600"
Volkswagen,Tiguan,Allspace 2.0 TDI SE Nav 5dr,40680,2019,Manual,Diesel,"19,700"
Audi,A3,35 TFSI Technik 5dr,24017,2020,Manual,Petrol,"19,750"
SEAT,Ateca,1.5 TSI EVO FR 5dr DSG,38228,2021,Semiauto,Petrol,"20,000"
Volkswagen,Golf,1.5 TSI 150 R-Line 5dr,14900,2020,Manual,Petrol,"20,100"
Audi,Q2,35 TFSI S Line 5dr S Tronic,37878,2020,Semiauto,Petrol,"20,100"
SEAT,Tarraco,1.5 EcoTSI Xcellence Lux 5dr,31502,2020,Manual,Petrol,"20,350"
Audi,A3,30 TFSI Sport 5dr,16588,2020,Manual,Petrol,"20,450"
Skoda,Kodiaq,2.0 TDI SE L 4x4 5dr,37000,2019,Manual,Diesel,"20,495"
Volkswagen,T-Roc,2.0 TDI SEL 5dr DSG,26760,2020,Semiauto,Diesel,"20,500"
Audi,A5,35 TFSI S Line 2dr S Tronic,8959,2019,Semiauto,Petrol,"20,500"
Audi,A4,35 TDI Black Edition 4dr S Tronic,65682,2020,Semiauto,Diesel,"20,550"
Volkswagen,T-Roc,1.5 TSI EVO SEL 5dr,21356,2020,Manual,Petrol,"20,650"
Skoda,Kodiaq,1.5 TSI SE L 5dr DSG [7 Seat],32007,2019,Automatic,Petrol,"20,750"
Skoda,Superb,2.0 TDI CR 122 SE Technology 5dr DSG,37560,2021,Semiauto,Diesel,"20,800"
Volkswagen,Golf,1.5 TSI R-Line 5dr,10525,2021,Manual,Petrol,"20,825"
Audi,A1,35 TFSI S Line 5dr S Tronic,27945,2020,Semiauto,Petrol,"20,850"
Audi,A3,40 TFSI e Sport 5dr S Tronic,32201,2021,Semiauto,Hybrid,"21,100"
Volkswagen,Golf,1.4 TSI GTE 5dr DSG,45876,2021,Semiauto,Hybrid,"21,150"
Skoda,Superb,2.0 TDI CR 122 SE Technology 5dr DSG,43250,2021,Semiauto,Diesel,"19,500"
Audi,A4,35 TDI Technik 4dr S Tronic,21748,2020,Semiauto,Diesel,"19,600"
Volkswagen,Tiguan,Allspace 2.0 TDI SE Nav 5dr,40680,2019,Manual,Diesel,"19,700"
Audi,A3,35 TFSI Technik 5dr,24017,2020,Manual,Petrol,"19,750"
SEAT,Ateca,1.5 TSI EVO FR 5dr DSG,38228,2021,Semiauto,Petrol,"20,000"
Volkswagen,Golf,1.5 TSI 150 R-Line 5dr,14900,2020,Manual,Petrol,"20,100"
Audi,Q2,35 TFSI S Line 5dr S Tronic,37878,2020,Semiauto,Petrol,"20,100"
SEAT,Tarraco,1.5 EcoTSI Xcellence Lux 5dr,31502,2020,Manual,Petrol,"20,350"
Audi,A3,30 TFSI Sport 5dr,16588,2020,Manual,Petrol,"20,450"
Skoda,Kodiaq,2.0 TDI SE L 4x4 5dr,37000,2019,Manual,Diesel,"20,495"
Volkswagen,T-Roc,2.0 TDI SEL 5dr DSG,26760,2020,Semiauto,Diesel,"20,500"
Audi,A5,35 TFSI S Line 2dr S Tronic,8959,2019,Semiauto,Petrol,"20,500"
Audi,A4,35 TDI Black Edition 4dr S Tronic,65682,2020,Semiauto,Diesel,"20,550"
Volkswagen,T-Roc,1.5 TSI EVO SEL 5dr,21356,2020,Manual,Petrol,"20,650"
Skoda,Kodiaq,1.5 TSI SE L 5dr DSG [7 Seat],32007,2019,Automatic,Petrol,"20,750"
Skoda,Superb,2.0 TDI CR 122 SE Technology 5dr DSG,37560,2021,Semiauto,Diesel,"20,800"
Volkswagen,Golf,1.5 TSI R-Line 5dr,10525,2021,Manual,Petrol,"20,825"
Audi,A1,35 TFSI S Line 5dr S Tronic,27945,2020,Semiauto,Petrol,"20,850"
Audi,A3,40 TFSI e Sport 5dr S Tronic,32201,2021,Semiauto,Hybrid,"21,100"
Volkswagen,Golf,1.4 TSI GTE 5dr DSG,45876,2021,Semiauto,Hybrid,"21,150"
Skoda,Superb,2.0 TDI CR 122 SE Technology 5dr DSG,43250,2021,Semiauto,Diesel,"19,500"
Audi,A4,35 TDI Technik 4dr S Tronic,21748,2020,Semiauto,Diesel,"19,600"
Volkswagen,Tiguan,Allspace 2.0 TDI SE Nav 5dr,40680,2019,Manual,Diesel,"19,700"
Audi,A3,35 TFSI Technik 5dr,24017,2020,Manual,Petrol,"19,750"
SEAT,Ateca,1.5 TSI EVO FR 5dr DSG,38228,2021,Semiauto,Petrol,"20,000"
Volkswagen,Golf,1.5 TSI 150 R-Line 5dr,14900,2020,Manual,Petrol,"20,100"
Audi,Q2,35 TFSI S Line 5dr S Tronic,37878,2020,Semiauto,Petrol,"20,100"
SEAT,Tarraco,1.5 EcoTSI Xcellence Lux 5dr,31502,2020,Manual,Petrol,"20,350"
Audi,A3,30 TFSI Sport 5dr,16588,2020,Manual,Petrol,"20,450"
Skoda,Kodiaq,2.0 TDI SE L 4x4 5dr,37000,2019,Manual,Diesel,"20,495"
Volkswagen,T-Roc,2.0 TDI SEL 5dr DSG,26760,2020,Semiauto,Diesel,"20,500"
Audi,A5,35 TFSI S Line 2dr S Tronic,8959,2019,Semiauto,Petrol,"20,500"
Audi,A4,35 TDI Black Edition 4dr S Tronic,65682,2020,Semiauto,Diesel,"20,550"
Volkswagen,T-Roc,1.5 TSI EVO SEL 5dr,21356,2020,Manual,Petrol,"20,650"
Skoda,Kodiaq,1.5 TSI SE L 5dr DSG [7 Seat],32007,2019,Automatic,Petrol,"20,750"
Skoda,Superb,2.0 TDI CR 122 SE Technology 5dr DSG,37560,2021,Semiauto,Diesel,"20,800"
Volkswagen,Golf,1.5 TSI R-Line 5dr,10525,2021,Manual,Petrol,"20,825"
Audi,A1,35 TFSI S Line 5dr S Tronic,27945,2020,Semiauto,Petrol,"20,850"
Audi,A3,40 TFSI e Sport 5dr S Tronic,32201,2021,Semiauto,Hybrid,"21,100"
Volkswagen,Golf,1.4 TSI GTE 5dr DSG,45876,2021,Semiauto,Hybrid,"21,150"
Volkswagen,T-Roc,1.5 TSI EVO SEL 5dr DSG,27951,2020,Semiauto,Petrol,"21,200"
Skoda,Octavia,1.4 TSI iV SE Technology DSG 5dr,32549,2021,Semiauto,Hybrid,"21,350"
Audi,A3,35 TFSI Black Edition 5dr S Tronic,23466,2020,Semiauto,Petrol,"21,350"
Skoda,Kodiaq,1.5 TSI SE Drive 5dr DSG [7 Seat],42793,2021,Automatic,Petrol,"21,400"
Audi,Q2,35 TFSI S Line 5dr S Tronic,7401,2019,Semiauto,Petrol,"21,400"
Audi,A3,35 TFSI Technik 5dr S Tronic,21674,2020,Semiauto,Petrol,"21,550"
Volkswagen,Tiguan,1.5 TSI 150 Life 5dr DSG,25445,2021,Semiauto,Petrol,"21,600"
Volkswagen,Arteon,2.0 TSI R-Line 5dr DSG,23002,2020,Semiauto,Petrol,"21,600"
SEAT,Tarraco,1.5 EcoTSI SE Technology 5dr,13682,2022,Manual,Petrol,"21,650"
Audi,A5,35 TDI S Line 2dr S Tronic,35555,2020,Semiauto,Diesel,"21,650"
Audi,Q2,35 TFSI S Line 5dr S Tronic,20526,2020,Semiauto,Petrol,"21,750"
Volkswagen,T-Roc,1.5 TSI EVO SEL 5dr DSG,14256,2019,Semiauto,Petrol,"21,800"
Audi,Q3,2.0 TDI Black Edition 5dr,29914,2018,Manual,Diesel,"21,850"
Audi,A5,35 TDI Sport 5dr S Tronic,28994,2020,Semiauto,Diesel,"21,900"
Audi,Q2,35 TFSI S Line 5dr S Tronic,29241,2021,Semiauto,Petrol,"21,950"
Volkswagen,Tiguan,2.0 TDI Life 5dr,23793,2021,Manual,Diesel,"22,050"
Audi,A4,35 TFSI Sport 5dr S Tronic,31124,2020,Semiauto,Petrol,"22,050"
Skoda,Kodiaq,1.5 TSI SE Drive 5dr [7 Seat],19019,2021,Manual,Petrol,"22,150"
Skoda,Kodiaq,1.5 TSI SE 5dr DSG [7 Seat],19170,2021,Automatic,Petrol,"22,150"
Audi,A4,35 TFSI S Line 4dr S Tronic,18681,2020,Semiauto,Petrol,"22,200"
Volkswagen,T-Roc,1.5 TSI EVO SEL 5dr DSG,27951,2020,Semiauto,Petrol,"21,200"
Skoda,Octavia,1.4 TSI iV SE Technology DSG 5dr,32549,2021,Semiauto,Hybrid,"21,350"
Audi,A3,35 TFSI Black Edition 5dr S Tronic,23466,2020,Semiauto,Petrol,"21,350"
Skoda,Kodiaq,1.5 TSI SE Drive 5dr DSG [7 Seat],42793,2021,Automatic,Petrol,"21,400"
Audi,Q2,35 TFSI S Line 5dr S Tronic,7401,2019,Semiauto,Petrol,"21,400"
Audi,A3,35 TFSI Technik 5dr S Tronic,21674,2020,Semiauto,Petrol,"21,550"
Volkswagen,Tiguan,1.5 TSI 150 Life 5dr DSG,25445,2021,Semiauto,Petrol,"21,600"
Volkswagen,Arteon,2.0 TSI R-Line 5dr DSG,23002,2020,Semiauto,Petrol,"21,600"
SEAT,Tarraco,1.5 EcoTSI SE Technology 5dr,13682,2022,Manual,Petrol,"21,650"
Audi,A5,35 TDI S Line 2dr S Tronic,35555,2020,Semiauto,Diesel,"21,650"
Audi,Q2,35 TFSI S Line 5dr S Tronic,20526,2020,Semiauto,Petrol,"21,750"
Volkswagen,T-Roc,1.5 TSI EVO SEL 5dr DSG,14256,2019,Semiauto,Petrol,"21,800"
Audi,Q3,2.0 TDI Black Edition 5dr,29914,2018,Manual,Diesel,"21,850"
Audi,A5,35 TDI Sport 5dr S Tronic,28994,2020,Semiauto,Diesel,"21,900"
Audi,Q2,35 TFSI S Line 5dr S Tronic,29241,2021,Semiauto,Petrol,"21,950"
Volkswagen,Tiguan,2.0 TDI Life 5dr,23793,2021,Manual,Diesel,"22,050"
Audi,A4,35 TFSI Sport 5dr S Tronic,31124,2020,Semiauto,Petrol,"22,050"
Skoda,Kodiaq,1.5 TSI SE Drive 5dr [7 Seat],19019,2021,Manual,Petrol,"22,150"
Skoda,Kodiaq,1.5 TSI SE 5dr DSG [7 Seat],19170,2021,Automatic,Petrol,"22,150"
Audi,A4,35 TFSI S Line 4dr S Tronic,18681,2020,Semiauto,Petrol,"22,200"
Volkswagen,T-Roc,1.5 TSI EVO SEL 5dr DSG,27951,2020,Semiauto,Petrol,"21,200"
Skoda,Octavia,1.4 TSI iV SE Technology DSG 5dr,32549,2021,Semiauto,Hybrid,"21,350"
Audi,A3,35 TFSI Black Edition 5dr S Tronic,23466,2020,Semiauto,Petrol,"21,350"
Skoda,Kodiaq,1.5 TSI SE Drive 5dr DSG [7 Seat],42793,2021,Automatic,Petrol,"21,400"
Audi,Q2,35 TFSI S Line 5dr S Tronic,7401,2019,Semiauto,Petrol,"21,400"
Audi,A3,35 TFSI Technik 5dr S Tronic,21674,2020,Semiauto,Petrol,"21,550"
Volkswagen,Tiguan,1.5 TSI 150 Life 5dr DSG,25445,2021,Semiauto,Petrol,"21,600"
Volkswagen,Arteon,2.0 TSI R-Line 5dr DSG,23002,2020,Semiauto,Petrol,"21,600"
SEAT,Tarraco,1.5 EcoTSI SE Technology 5dr,13682,2022,Manual,Petrol,"21,650"
Audi,A5,35 TDI S Line 2dr S Tronic,35555,2020,Semiauto,Diesel,"21,650"
Audi,Q2,35 TFSI S Line 5dr S Tronic,20526,2020,Semiauto,Petrol,"21,750"
Volkswagen,T-Roc,1.5 TSI EVO SEL 5dr DSG,14256,2019,Semiauto,Petrol,"21,800"
Audi,Q3,2.0 TDI Black Edition 5dr,29914,2018,Manual,Diesel,"21,850"
Audi,A5,35 TDI Sport 5dr S Tronic,28994,2020,Semiauto,Diesel,"21,900"
Audi,Q2,35 TFSI S Line 5dr S Tronic,29241,2021,Semiauto,Petrol,"21,950"
Volkswagen,Tiguan,2.0 TDI Life 5dr,23793,2021,Manual,Diesel,"22,050"
Audi,A4,35 TFSI Sport 5dr S Tronic,31124,2020,Semiauto,Petrol,"22,050"
Skoda,Kodiaq,1.5 TSI SE Drive 5dr [7 Seat],19019,2021,Manual,Petrol,"22,150"
Skoda,Kodiaq,1.5 TSI SE 5dr DSG [7 Seat],19170,2021,Automatic,Petrol,"22,150"
Audi,A4,35 TFSI S Line 4dr S Tronic,18681,2020,Semiauto,Petrol,"22,200"
Volkswagen,T-Roc,1.5 TSI EVO SEL 5dr DSG,27951,2020,Semiauto,Petrol,"21,200"
Skoda,Octavia,1.4 TSI iV SE Technology DSG 5dr,32549,2021,Semiauto,Hybrid,"21,350"
Audi,A3,35 TFSI Black Edition 5dr S Tronic,23466,2020,Semiauto,Petrol,"21,350"
Skoda,Kodiaq,1.5 TSI SE Drive 5dr DSG [7 Seat],42793,2021,Automatic,Petrol,"21,400"
Audi,Q2,35 TFSI S Line 5dr S Tronic,7401,2019,Semiauto,Petrol,"21,400"
Audi,A3,35 TFSI Technik 5dr S Tronic,21674,2020,Semiauto,Petrol,"21,550"
Volkswagen,Tiguan,1.5 TSI 150 Life 5dr DSG,25445,2021,Semiauto,Petrol,"21,600"
Volkswagen,Arteon,2.0 TSI R-Line 5dr DSG,23002,2020,Semiauto,Petrol,"21,600"
SEAT,Tarraco,1.5 EcoTSI SE Technology 5dr,13682,2022,Manual,Petrol,"21,650"
Audi,A5,35 TDI S Line 2dr S Tronic,35555,2020,Semiauto,Diesel,"21,650"
Audi,Q2,35 TFSI S Line 5dr S Tronic,20526,2020,Semiauto,Petrol,"21,750"
Volkswagen,T-Roc,1.5 TSI EVO SEL 5dr DSG,14256,2019,Semiauto,Petrol,"21,800"
Audi,Q3,2.0 TDI Black Edition 5dr,29914,2018,Manual,Diesel,"21,850"
Audi,A5,35 TDI Sport 5dr S Tronic,28994,2020,Semiauto,Diesel,"21,900"
Audi,Q2,35 TFSI S Line 5dr S Tronic,29241,2021,Semiauto,Petrol,"21,950"
Volkswagen,Tiguan,2.0 TDI Life 5dr,23793,2021,Manual,Diesel,"22,050"
Audi,A4,35 TFSI Sport 5dr S Tronic,31124,2020,Semiauto,Petrol,"22,050"
Skoda,Kodiaq,1.5 TSI SE Drive 5dr [7 Seat],19019,2021,Manual,Petrol,"22,150"
Skoda,Kodiaq,1.5 TSI SE 5dr DSG [7 Seat],19170,2021,Automatic,Petrol,"22,150"
Audi,A4,35 TFSI S Line 4dr S Tronic,18681,2020,Semiauto,Petrol,"22,200"
Volkswagen,T-Roc,1.5 TSI EVO SEL 5dr DSG,27951,2020,Semiauto,Petrol,"21,200"
Skoda,Octavia,1.4 TSI iV SE Technology DSG 5dr,32549,2021,Semiauto,Hybrid,"21,350"
Audi,A3,35 TFSI Black Edition 5dr S Tronic,23466,2020,Semiauto,Petrol,"21,350"
Skoda,Kodiaq,1.5 TSI SE Drive 5dr DSG [7 Seat],42793,2021,Automatic,Petrol,"21,400"
Audi,Q2,35 TFSI S Line 5dr S Tronic,7401,2019,Semiauto,Petrol,"21,400"
Audi,A3,35 TFSI Technik 5dr S Tronic,21674,2020,Semiauto,Petrol,"21,550"
Volkswagen,Tiguan,1.5 TSI 150 Life 5dr DSG,25445,2021,Semiauto,Petrol,"21,600"
Volkswagen,Arteon,2.0 TSI R-Line 5dr DSG,23002,2020,Semiauto,Petrol,"21,600"
SEAT,Tarraco,1.5 EcoTSI SE Technology 5dr,13682,2022,Manual,Petrol,"21,650"
Audi,A5,35 TDI S Line 2dr S Tronic,35555,2020,Semiauto,Diesel,"21,650"
Audi,Q2,35 TFSI S Line 5dr S Tronic,20526,2020,Semiauto,Petrol,"21,750"
Volkswagen,T-Roc,1.5 TSI EVO SEL 5dr DSG,14256,2019,Semiauto,Petrol,"21,800"
Audi,Q3,2.0 TDI Black Edition 5dr,29914,2018,Manual,Diesel,"21,850"
Audi,A5,35 TDI Sport 5dr S Tronic,28994,2020,Semiauto,Diesel,"21,900"
Audi,Q2,35 TFSI S Line 5dr S Tronic,29241,2021,Semiauto,Petrol,"21,950"
Volkswagen,Tiguan,2.0 TDI Life 5dr,23793,2021,Manual,Diesel,"22,050"
Audi,A4,35 TFSI Sport 5dr S Tronic,31124,2020,Semiauto,Petrol,"22,050"
Skoda,Kodiaq,1.5 TSI SE Drive 5dr [7 Seat],19019,2021,Manual,Petrol,"22,150"
Skoda,Kodiaq,1.5 TSI SE 5dr DSG [7 Seat],19170,2021,Automatic,Petrol,"22,150"
Audi,A4,35 TFSI S Line 4dr S Tronic,18681,2020,Semiauto,Petrol,"22,200"
Volkswagen,T-Roc,1.5 TSI EVO SEL 5dr DSG,27951,2020,Semiauto,Petrol,"21,200"
Skoda,Octavia,1.4 TSI iV SE Technology DSG 5dr,32549,2021,Semiauto,Hybrid,"21,350"
Audi,A3,35 TFSI Black Edition 5dr S Tronic,23466,2020,Semiauto,Petrol,"21,350"
Skoda,Kodiaq,1.5 TSI SE Drive 5dr DSG [7 Seat],42793,2021,Automatic,Petrol,"21,400"
Audi,Q2,35 TFSI S Line 5dr S Tronic,7401,2019,Semiauto,Petrol,"21,400"
Audi,A3,35 TFSI Technik 5dr S Tronic,21674,2020,Semiauto,Petrol,"21,550"
Volkswagen,Tiguan,1.5 TSI 150 Life 5dr DSG,25445,2021,Semiauto,Petrol,"21,600"
Volkswagen,Arteon,2.0 TSI R-Line 5dr DSG,23002,2020,Semiauto,Petrol,"21,600"
SEAT,Tarraco,1.5 EcoTSI SE Technology 5dr,13682,2022,Manual,Petrol,"21,650"
Audi,A5,35 TDI S Line 2dr S Tronic,35555,2020,Semiauto,Diesel,"21,650"
Audi,Q2,35 TFSI S Line 5dr S Tronic,20526,2020,Semiauto,Petrol,"21,750"
Volkswagen,T-Roc,1.5 TSI EVO SEL 5dr DSG,14256,2019,Semiauto,Petrol,"21,800"
Audi,Q3,2.0 TDI Black Edition 5dr,29914,2018,Manual,Diesel,"21,850"
Audi,A5,35 TDI Sport 5dr S Tronic,28994,2020,Semiauto,Diesel,"21,900"
Audi,Q2,35 TFSI S Line 5dr S Tronic,29241,2021,Semiauto,Petrol,"21,950"
Volkswagen,Tiguan,2.0 TDI Life 5dr,23793,2021,Manual,Diesel,"22,050"
Audi,A4,35 TFSI Sport 5dr S Tronic,31124,2020,Semiauto,Petrol,"22,050"
Skoda,Kodiaq,1.5 TSI SE Drive 5dr [7 Seat],19019,2021,Manual,Petrol,"22,150"
Skoda,Kodiaq,1.5 TSI SE 5dr DSG [7 Seat],19170,2021,Automatic,Petrol,"22,150"
Audi,A4,35 TFSI S Line 4dr S Tronic,18681,2020,Semiauto,Petrol,"22,200"
