make,model,engine_size,trim,num_doors,mileage,reg_year,transmission_type,fuel_type,price
Volkswagen,Golf,1.5,TSI Life,5,"53,813 miles",2021 reg,Manual,Petrol,"£14,600"
Volkswagen,Golf,1.0,TSI BlueMotion Tech SE,5,"58,441 miles",2017 reg,Manual,Petrol,"£10,750"
Volkswagen,Touran,1.6,TDI SE,5,"75,395 miles",2018 reg,Manual,Diesel,"£13,750"
Volkswagen,Golf,1.6,TDI Match,5,"28,034 miles",2019 reg,Manual,Diesel,"£14,650"
Volkswagen,Passat,1.6,TDI SE Business,5,"97,687 miles",2018 reg,Manual,Diesel,"£10,800"
Volkswagen,T-Roc,1.6,TDI SE,5,"24,114 miles",2019 reg,Manual,Diesel,"£16,200"
Volkswagen,Golf,1.5,TSI Life,5,"51,822 miles",2021 reg,Manual,Petrol,"£14,750"
Volkswagen,Golf,1.4,TSI SE Nav DSG,5,"40,762 miles",2018 reg,Auto,Petrol,"£14,850"
Volkswagen,Golf,1.6,TDI BlueMotion Tech Match Edition DSG,5,"77,506 miles",2016 reg,Auto,Diesel,"£10,850"
Volkswagen,Golf,1.4,TSI BlueMotion Tech ACT R-Line,5,"78,806 miles",2016 reg,Manual,Petrol,"was £11,050£10,850"
Volkswagen,Polo,1.0,TSI Active,5,"33,709 miles",2021 reg,Manual,Petrol,"£14,200"
Volkswagen,Golf SV,1.5,TSI EVO Match,5,"37,701 miles",2020 reg,Manual,Petrol,"£14,300"
Volkswagen,Polo,1.0,TSI R-Line,5,"33,537 miles",2020 reg,Manual,Petrol,"£14,200"
Volkswagen,Passat,2.0,TDI GT,5,"66,966 miles",2019 reg,Manual,Diesel,"£13,450"
Volkswagen,Golf SV,1.6,TDI BlueMotion Tech SE DSG,5,"42,185 miles",2016 reg,Auto,Diesel,"£10,950"
Volkswagen,T-Roc,1.0,TSI SE,5,"42,235 miles",2019 reg,Manual,Petrol,"£15,300"
Volkswagen,Polo,1.0,TSI Match,5,"40,247 miles",2021 reg,Manual,Petrol,"£13,250"
Volkswagen,Passat,1.6,TDI SE Business DSG,5,"79,520 miles",2018 reg,Auto,Diesel,"£12,300"
Volkswagen,Golf,2.0,TDI GT Edition,5,"65,891 miles",2019 reg,Manual,Diesel,"£13,650"
Volkswagen,Polo,1.0,TSI SE Tech Edition,5,"27,135 miles",2019 reg,Manual,Petrol,"£13,000"
Volkswagen,Golf,1.5,TSI Life,5,"56,241 miles",2021 reg,Manual,Petrol,"£14,050"
Volkswagen,Golf,2.0,TDI GT Edition,5,"58,308 miles",2019 reg,Manual,Diesel,"£13,950"
Volkswagen,Polo,1.0,EVO beats,5,"39,806 miles",2019 reg,Manual,Petrol,"£13,000"
Volkswagen,Polo,1.0,EVO SE,5,"8,893 miles",2019 reg,Manual,Petrol,"£13,150"
Volkswagen,Golf,2.0,TDI SE Nav DSG,5,"48,446 miles",2017 reg,Auto,Diesel,"£13,900"
Volkswagen,Passat,2.0,TDI SE Business DSG,5,"90,741 miles",2019 reg,Auto,Diesel,"£12,800"
Volkswagen,Passat,2.0,TDI SE Business DSG,5,"87,295 miles",2019 reg,Auto,Diesel,"£12,900"
Volkswagen,Golf,1.6,TDI BlueMotion Tech Match Edition,5,"61,996 miles",2016 reg,Manual,Diesel,"£10,400"
Volkswagen,Touran,1.0,TSI S,5,"49,458 miles",2019 reg,Manual,Petrol,"£14,300"
Volkswagen,Passat,2.0,TDI SE Business DSG,5,"88,506 miles",2018 reg,Auto,Diesel,"£12,800"
Volkswagen,Polo,1.0,EVO Match,5,"15,816 miles",2021 reg,Manual,Petrol,"£14,050"
Volkswagen,Touran,1.0,TSI S,5,"48,608 miles",2019 reg,Manual,Petrol,"£14,350"
Volkswagen,Golf,1.5,TSI EVO GT,5,"47,739 miles",2019 reg,Manual,Petrol,"£14,400"
Volkswagen,Passat,2.0,TDI GT,5,"76,921 miles",2019 reg,Manual,Diesel,"£12,950"
Volkswagen,Polo,1.0,EVO Match,5,"18,504 miles",2021 reg,Manual,Petrol,"£13,950"
Volkswagen,Golf,2.0,TDI R-Line,5,"78,038 miles",2018 reg,Manual,Diesel,"£13,900"
Volkswagen,Golf,1.6,TDI BlueMotion Tech SE Nav,5,"73,682 miles",2017 reg,Manual,Diesel,"£10,550"
Volkswagen,T-Roc,1.6,TDI SE,5,"21,621 miles",2019 reg,Manual,Diesel,"£16,000"
Volkswagen,T-Roc,1.0,TSI SE,5,"31,015 miles",2020 reg,Manual,Petrol,"£16,450"
Volkswagen,Tiguan,2.0,TDI BlueMotion Tech Match 4WD,5,"73,196 miles",2015 reg,Manual,Diesel,"£10,600"
Volkswagen,Golf,1.5,TSI Life,5,"57,422 miles",2021 reg,Manual,Petrol,"£14,450"
Volkswagen,Golf,1.5,TSI EVO Match,5,"40,229 miles",2019 reg,Manual,Petrol,"£14,500"
Volkswagen,Golf,1.5,TSI Life,5,"50,772 miles",2021 reg,Manual,Petrol,"£14,600"
Volkswagen,Passat,1.6,TDI SE Business,5,"51,199 miles",2018 reg,Manual,Diesel,"£13,350"
Volkswagen,Golf,2.0,TDI Life,5,"44,332 miles",2021 reg,Manual,Diesel,"£15,250"
Volkswagen,Golf,1.5,TSI Life,5,"53,520 miles",2021 reg,Manual,Petrol,"£14,600"
Volkswagen,Golf,1.5,TSI Life,5,"53,813 miles",2021 reg,Manual,Petrol,"£14,600"
Volkswagen,Golf,1.0,TSI BlueMotion Tech SE,5,"58,441 miles",2017 reg,Manual,Petrol,"£10,750"
Volkswagen,Touran,1.6,TDI SE,5,"75,395 miles",2018 reg,Manual,Diesel,"£13,750"
Volkswagen,Golf,1.6,TDI Match,5,"28,034 miles",2019 reg,Manual,Diesel,"£14,650"
Volkswagen,Passat,1.6,TDI SE Business,5,"97,687 miles",2018 reg,Manual,Diesel,"£10,800"
Volkswagen,T-Roc,1.6,TDI SE,5,"24,114 miles",2019 reg,Manual,Diesel,"£16,200"
Volkswagen,Golf,1.5,TSI Life,5,"51,822 miles",2021 reg,Manual,Petrol,"£14,750"
Volkswagen,Golf,1.4,TSI SE Nav DSG,5,"40,762 miles",2018 reg,Auto,Petrol,"£14,850"
Volkswagen,Golf,1.6,TDI BlueMotion Tech Match Edition DSG,5,"77,506 miles",2016 reg,Auto,Diesel,"£10,850"
Volkswagen,Golf,1.4,TSI BlueMotion Tech ACT R-Line,5,"78,806 miles",2016 reg,Manual,Petrol,"was £11,050£10,850"
Volkswagen,Polo,1.0,TSI Active,5,"33,709 miles",2021 reg,Manual,Petrol,"£14,200"
Volkswagen,Golf SV,1.5,TSI EVO Match,5,"37,701 miles",2020 reg,Manual,Petrol,"£14,300"
Volkswagen,Polo,1.0,TSI R-Line,5,"33,537 miles",2020 reg,Manual,Petrol,"£14,200"
Volkswagen,Passat,2.0,TDI GT,5,"66,966 miles",2019 reg,Manual,Diesel,"£13,450"
Volkswagen,Golf SV,1.6,TDI BlueMotion Tech SE DSG,5,"42,185 miles",2016 reg,Auto,Diesel,"£10,950"
Volkswagen,T-Roc,1.0,TSI SE,5,"42,235 miles",2019 reg,Manual,Petrol,"£15,300"
Volkswagen,Polo,1.0,TSI Match,5,"40,247 miles",2021 reg,Manual,Petrol,"£13,250"
Volkswagen,Passat,1.6,TDI SE Business DSG,5,"79,520 miles",2018 reg,Auto,Diesel,"£12,300"
Volkswagen,Golf,2.0,TDI GT Edition,5,"65,891 miles",2019 reg,Manual,Diesel,"£13,650"
Volkswagen,Polo,1.0,TSI SE Tech Edition,5,"27,135 miles",2019 reg,Manual,Petrol,"£13,000"
Volkswagen,Golf,1.5,TSI Life,5,"56,241 miles",2021 reg,Manual,Petrol,"£14,050"
Volkswagen,Golf,2.0,TDI GT Edition,5,"58,308 miles",2019 reg,Manual,Diesel,"£13,950"
Volkswagen,Polo,1.0,EVO beats,5,"39,806 miles",2019 reg,Manual,Petrol,"£13,000"
Volkswagen,Polo,1.0,EVO SE,5,"8,893 miles",2019 reg,Manual,Petrol,"£13,150"
Volkswagen,Golf,2.0,TDI SE Nav DSG,5,"48,446 miles",2017 reg,Auto,Diesel,"£13,900"
Volkswagen,Passat,2.0,TDI SE Business DSG,5,"90,741 miles",2019 reg,Auto,Diesel,"£12,800"
Volkswagen,Passat,2.0,TDI SE Business DSG,5,"87,295 miles",2019 reg,Auto,Diesel,"£12,900"
Volkswagen,Golf,1.6,TDI BlueMotion Tech Match Edition,5,"61,996 miles",2016 reg,Manual,Diesel,"£10,400"
Volkswagen,Touran,1.0,TSI S,5,"49,458 miles",2019 reg,Manual,Petrol,"£14,300"
Volkswagen,Passat,2.0,TDI SE Business DSG,5,"88,506 miles",2018 reg,Auto,Diesel,"£12,800"
Volkswagen,Polo,1.0,EVO Match,5,"15,816 miles",2021 reg,Manual,Petrol,"£14,050"
Volkswagen,Touran,1.0,TSI S,5,"48,608 miles",2019 reg,Manual,Petrol,"£14,350"
Volkswagen,Golf,1.5,TSI EVO GT,5,"47,739 miles",2019 reg,Manual,Petrol,"£14,400"
Volkswagen,Passat,2.0,TDI GT,5,"76,921 miles",2019 reg,Manual,Diesel,"£12,950"
Volkswagen,Polo,1.0,EVO Match,5,"18,504 miles",2021 reg,Manual,Petrol,"£13,950"
Volkswagen,Golf,2.0,TDI R-Line,5,"78,038 miles",2018 reg,Manual,Diesel,"£13,900"
Volkswagen,Golf,1.6,TDI BlueMotion Tech SE Nav,5,"73,682 miles",2017 reg,Manual,Diesel,"£10,550"
Volkswagen,T-Roc,1.6,TDI SE,5,"21,621 miles",2019 reg,Manual,Diesel,"£16,000"
Volkswagen,T-Roc,1.0,TSI SE,5,"31,015 miles",2020 reg,Manual,Petrol,"£16,450"
Volkswagen,Tiguan,2.0,TDI BlueMotion Tech Match 4WD,5,"73,196 miles",2015 reg,Manual,Diesel,"£10,600"
Volkswagen,Golf,1.5,TSI Life,5,"57,422 miles",2021 reg,Manual,Petrol,"£14,450"
Volkswagen,Golf,1.5,TSI EVO Match,5,"40,229 miles",2019 reg,Manual,Petrol,"£14,500"
Volkswagen,Golf,1.5,TSI Life,5,"50,772 miles",2021 reg,Manual,Petrol,"£14,600"
Volkswagen,Passat,1.6,TDI SE Business,5,"51,199 miles",2018 reg,Manual,Diesel,"£13,350"
Volkswagen,Golf,2.0,TDI Life,5,"44,332 miles",2021 reg,Manual,Diesel,"£15,250"
Volkswagen,Golf,1.5,TSI Life,5,"53,520 miles",2021 reg,Manual,Petrol,"£14,600"
Volkswagen,Golf,1.5,TSI Life,5,"53,813 miles",2021 reg,Manual,Petrol,"£14,600"
Volkswagen,Golf,1.0,TSI BlueMotion Tech SE,5,"58,441 miles",2017 reg,Manual,Petrol,"£10,750"
Volkswagen,Touran,1.6,TDI SE,5,"75,395 miles",2018 reg,Manual,Diesel,"£13,750"
Volkswagen,Golf,1.6,TDI Match,5,"28,034 miles",2019 reg,Manual,Diesel,"£14,650"
Volkswagen,Passat,1.6,TDI SE Business,5,"97,687 miles",2018 reg,Manual,Diesel,"£10,800"
Volkswagen,T-Roc,1.6,TDI SE,5,"24,114 miles",2019 reg,Manual,Diesel,"£16,200"
Volkswagen,Golf,1.5,TSI Life,5,"51,822 miles",2021 reg,Manual,Petrol,"£14,750"
Volkswagen,Golf,1.4,TSI SE Nav DSG,5,"40,762 miles",2018 reg,Auto,Petrol,"£14,850"
Volkswagen,Golf,1.6,TDI BlueMotion Tech Match Edition DSG,5,"77,506 miles",2016 reg,Auto,Diesel,"£10,850"
Volkswagen,Golf,1.4,TSI BlueMotion Tech ACT R-Line,5,"78,806 miles",2016 reg,Manual,Petrol,"was £11,050£10,850"
Volkswagen,Polo,1.0,TSI Active,5,"33,709 miles",2021 reg,Manual,Petrol,"£14,200"
Volkswagen,Golf SV,1.5,TSI EVO Match,5,"37,701 miles",2020 reg,Manual,Petrol,"£14,300"
Volkswagen,Polo,1.0,TSI R-Line,5,"33,537 miles",2020 reg,Manual,Petrol,"£14,200"
Volkswagen,Passat,2.0,TDI GT,5,"66,966 miles",2019 reg,Manual,Diesel,"£13,450"
Volkswagen,Golf SV,1.6,TDI BlueMotion Tech SE DSG,5,"42,185 miles",2016 reg,Auto,Diesel,"£10,950"
Volkswagen,T-Roc,1.0,TSI SE,5,"42,235 miles",2019 reg,Manual,Petrol,"£15,300"
Volkswagen,Polo,1.0,TSI Match,5,"40,247 miles",2021 reg,Manual,Petrol,"£13,250"
Volkswagen,Passat,1.6,TDI SE Business DSG,5,"79,520 miles",2018 reg,Auto,Diesel,"£12,300"
Volkswagen,Golf,2.0,TDI GT Edition,5,"65,891 miles",2019 reg,Manual,Diesel,"£13,650"
Volkswagen,Polo,1.0,TSI SE Tech Edition,5,"27,135 miles",2019 reg,Manual,Petrol,"£13,000"
Volkswagen,Golf,1.5,TSI Life,5,"56,241 miles",2021 reg,Manual,Petrol,"£14,050"
Volkswagen,Golf,2.0,TDI GT Edition,5,"58,308 miles",2019 reg,Manual,Diesel,"£13,950"
Volkswagen,Polo,1.0,EVO beats,5,"39,806 miles",2019 reg,Manual,Petrol,"£13,000"
Volkswagen,Polo,1.0,EVO SE,5,"8,893 miles",2019 reg,Manual,Petrol,"£13,150"
Volkswagen,Golf,2.0,TDI SE Nav DSG,5,"48,446 miles",2017 reg,Auto,Diesel,"£13,900"
Volkswagen,Passat,2.0,TDI SE Business DSG,5,"90,741 miles",2019 reg,Auto,Diesel,"£12,800"
Volkswagen,Passat,2.0,TDI SE Business DSG,5,"87,295 miles",2019 reg,Auto,Diesel,"£12,900"
Volkswagen,Golf,1.6,TDI BlueMotion Tech Match Edition,5,"61,996 miles",2016 reg,Manual,Diesel,"£10,400"
Volkswagen,Touran,1.0,TSI S,5,"49,458 miles",2019 reg,Manual,Petrol,"£14,300"
Volkswagen,Passat,2.0,TDI SE Business DSG,5,"88,506 miles",2018 reg,Auto,Diesel,"£12,800"
Volkswagen,Polo,1.0,EVO Match,5,"15,816 miles",2021 reg,Manual,Petrol,"£14,050"
Volkswagen,Touran,1.0,TSI S,5,"48,608 miles",2019 reg,Manual,Petrol,"£14,350"
Volkswagen,Golf,1.5,TSI EVO GT,5,"47,739 miles",2019 reg,Manual,Petrol,"£14,400"
Volkswagen,Passat,2.0,TDI GT,5,"76,921 miles",2019 reg,Manual,Diesel,"£12,950"
Volkswagen,Polo,1.0,EVO Match,5,"18,504 miles",2021 reg,Manual,Petrol,"£13,950"
Volkswagen,Golf,2.0,TDI R-Line,5,"78,038 miles",2018 reg,Manual,Diesel,"£13,900"
Volkswagen,Golf,1.6,TDI BlueMotion Tech SE Nav,5,"73,682 miles",2017 reg,Manual,Diesel,"£10,550"
Volkswagen,T-Roc,1.6,TDI SE,5,"21,621 miles",2019 reg,Manual,Diesel,"£16,000"
Volkswagen,T-Roc,1.0,TSI SE,5,"31,015 miles",2020 reg,Manual,Petrol,"£16,450"
Volkswagen,Tiguan,2.0,TDI BlueMotion Tech Match 4WD,5,"73,196 miles",2015 reg,Manual,Diesel,"£10,600"
Volkswagen,Golf,1.5,TSI Life,5,"57,422 miles",2021 reg,Manual,Petrol,"£14,450"
Volkswagen,Golf,1.5,TSI EVO Match,5,"40,229 miles",2019 reg,Manual,Petrol,"£14,500"
Volkswagen,Golf,1.5,TSI Life,5,"50,772 miles",2021 reg,Manual,Petrol,"£14,600"
Volkswagen,Passat,1.6,TDI SE Business,5,"51,199 miles",2018 reg,Manual,Diesel,"£13,350"
Volkswagen,Golf,2.0,TDI Life,5,"44,332 miles",2021 reg,Manual,Diesel,"£15,250"
Volkswagen,Golf,1.5,TSI Life,5,"53,520 miles",2021 reg,Manual,Petrol,"£14,600"
Volkswagen,Golf,1.5,TSI Life,5,"53,813 miles",2021 reg,Manual,Petrol,"£14,600"
Volkswagen,Golf,1.0,TSI BlueMotion Tech SE,5,"58,441 miles",2017 reg,Manual,Petrol,"£10,750"
Volkswagen,Touran,1.6,TDI SE,5,"75,395 miles",2018 reg,Manual,Diesel,"£13,750"
Volkswagen,Golf,1.6,TDI Match,5,"28,034 miles",2019 reg,Manual,Diesel,"£14,650"
Volkswagen,Passat,1.6,TDI SE Business,5,"97,687 miles",2018 reg,Manual,Diesel,"£10,800"
Volkswagen,T-Roc,1.6,TDI SE,5,"24,114 miles",2019 reg,Manual,Diesel,"£16,200"
Volkswagen,Golf,1.5,TSI Life,5,"51,822 miles",2021 reg,Manual,Petrol,"£14,750"
Volkswagen,Golf,1.4,TSI SE Nav DSG,5,"40,762 miles",2018 reg,Auto,Petrol,"£14,850"
Volkswagen,Golf,1.6,TDI BlueMotion Tech Match Edition DSG,5,"77,506 miles",2016 reg,Auto,Diesel,"£10,850"
Volkswagen,Golf,1.4,TSI BlueMotion Tech ACT R-Line,5,"78,806 miles",2016 reg,Manual,Petrol,"was £11,050£10,850"
Volkswagen,Polo,1.0,TSI Active,5,"33,709 miles",2021 reg,Manual,Petrol,"£14,200"
Volkswagen,Golf SV,1.5,TSI EVO Match,5,"37,701 miles",2020 reg,Manual,Petrol,"£14,300"
Volkswagen,Polo,1.0,TSI R-Line,5,"33,537 miles",2020 reg,Manual,Petrol,"£14,200"
Volkswagen,Passat,2.0,TDI GT,5,"66,966 miles",2019 reg,Manual,Diesel,"£13,450"
Volkswagen,Golf SV,1.6,TDI BlueMotion Tech SE DSG,5,"42,185 miles",2016 reg,Auto,Diesel,"£10,950"
Volkswagen,T-Roc,1.0,TSI SE,5,"42,235 miles",2019 reg,Manual,Petrol,"£15,300"
Volkswagen,Polo,1.0,TSI Match,5,"40,247 miles",2021 reg,Manual,Petrol,"£13,250"
Volkswagen,Passat,1.6,TDI SE Business DSG,5,"79,520 miles",2018 reg,Auto,Diesel,"£12,300"
Volkswagen,Golf,2.0,TDI GT Edition,5,"65,891 miles",2019 reg,Manual,Diesel,"£13,650"
Volkswagen,Polo,1.0,TSI SE Tech Edition,5,"27,135 miles",2019 reg,Manual,Petrol,"£13,000"
Volkswagen,Golf,1.5,TSI Life,5,"56,241 miles",2021 reg,Manual,Petrol,"£14,050"
Volkswagen,Golf,2.0,TDI GT Edition,5,"58,308 miles",2019 reg,Manual,Diesel,"£13,950"
Volkswagen,Polo,1.0,EVO beats,5,"39,806 miles",2019 reg,Manual,Petrol,"£13,000"
Volkswagen,Polo,1.0,EVO SE,5,"8,893 miles",2019 reg,Manual,Petrol,"£13,150"
Volkswagen,Golf,2.0,TDI SE Nav DSG,5,"48,446 miles",2017 reg,Auto,Diesel,"£13,900"
Volkswagen,Passat,2.0,TDI SE Business DSG,5,"90,741 miles",2019 reg,Auto,Diesel,"£12,800"
Volkswagen,Passat,2.0,TDI SE Business DSG,5,"87,295 miles",2019 reg,Auto,Diesel,"£12,900"
Volkswagen,Golf,1.6,TDI BlueMotion Tech Match Edition,5,"61,996 miles",2016 reg,Manual,Diesel,"£10,400"
Volkswagen,Touran,1.0,TSI S,5,"49,458 miles",2019 reg,Manual,Petrol,"£14,300"
Volkswagen,Passat,2.0,TDI SE Business DSG,5,"88,506 miles",2018 reg,Auto,Diesel,"£12,800"
Volkswagen,Polo,1.0,EVO Match,5,"15,816 miles",2021 reg,Manual,Petrol,"£14,050"
Volkswagen,Touran,1.0,TSI S,5,"48,608 miles",2019 reg,Manual,Petrol,"£14,350"
Volkswagen,Golf,1.5,TSI EVO GT,5,"47,739 miles",2019 reg,Manual,Petrol,"£14,400"
Volkswagen,Passat,2.0,TDI GT,5,"76,921 miles",2019 reg,Manual,Diesel,"£12,950"
Volkswagen,Polo,1.0,EVO Match,5,"18,504 miles",2021 reg,Manual,Petrol,"£13,950"
Volkswagen,Golf,2.0,TDI R-Line,5,"78,038 miles",2018 reg,Manual,Diesel,"£13,900"
Volkswagen,Golf,1.6,TDI BlueMotion Tech SE Nav,5,"73,682 miles",2017 reg,Manual,Diesel,"£10,550"
Volkswagen,T-Roc,1.6,TDI SE,5,"21,621 miles",2019 reg,Manual,Diesel,"£16,000"
Volkswagen,T-Roc,1.0,TSI SE,5,"31,015 miles",2020 reg,Manual,Petrol,"£16,450"
Volkswagen,Tiguan,2.0,TDI BlueMotion Tech Match 4WD,5,"73,196 miles",2015 reg,Manual,Diesel,"£10,600"
Volkswagen,Golf,1.5,TSI Life,5,"57,422 miles",2021 reg,Manual,Petrol,"£14,450"
Volkswagen,Golf,1.5,TSI EVO Match,5,"40,229 miles",2019 reg,Manual,Petrol,"£14,500"
Volkswagen,Golf,1.5,TSI Life,5,"50,772 miles",2021 reg,Manual,Petrol,"£14,600"
Volkswagen,Passat,1.6,TDI SE Business,5,"51,199 miles",2018 reg,Manual,Diesel,"£13,350"
Volkswagen,Golf,2.0,TDI Life,5,"44,332 miles",2021 reg,Manual,Diesel,"£15,250"
Volkswagen,Golf,1.5,TSI Life,5,"53,520 miles",2021 reg,Manual,Petrol,"£14,600"
Volkswagen,Golf,1.5,TSI Life,5,"53,813 miles",2021 reg,Manual,Petrol,"£14,600"
Volkswagen,Golf,1.0,TSI BlueMotion Tech SE,5,"58,441 miles",2017 reg,Manual,Petrol,"£10,750"
Volkswagen,Touran,1.6,TDI SE,5,"75,395 miles",2018 reg,Manual,Diesel,"£13,750"
Volkswagen,Golf,1.6,TDI Match,5,"28,034 miles",2019 reg,Manual,Diesel,"£14,650"
Volkswagen,Passat,1.6,TDI SE Business,5,"97,687 miles",2018 reg,Manual,Diesel,"£10,800"
Volkswagen,T-Roc,1.6,TDI SE,5,"24,114 miles",2019 reg,Manual,Diesel,"£16,200"
Volkswagen,Golf,1.5,TSI Life,5,"51,822 miles",2021 reg,Manual,Petrol,"£14,750"
Volkswagen,Golf,1.4,TSI SE Nav DSG,5,"40,762 miles",2018 reg,Auto,Petrol,"£14,850"
Volkswagen,Golf,1.6,TDI BlueMotion Tech Match Edition DSG,5,"77,506 miles",2016 reg,Auto,Diesel,"£10,850"
Volkswagen,Golf,1.4,TSI BlueMotion Tech ACT R-Line,5,"78,806 miles",2016 reg,Manual,Petrol,"was £11,050£10,850"
Volkswagen,Polo,1.0,TSI Active,5,"33,709 miles",2021 reg,Manual,Petrol,"£14,200"
Volkswagen,Golf SV,1.5,TSI EVO Match,5,"37,701 miles",2020 reg,Manual,Petrol,"£14,300"
Volkswagen,Polo,1.0,TSI R-Line,5,"33,537 miles",2020 reg,Manual,Petrol,"£14,200"
Volkswagen,Passat,2.0,TDI GT,5,"66,966 miles",2019 reg,Manual,Diesel,"£13,450"
Volkswagen,Golf SV,1.6,TDI BlueMotion Tech SE DSG,5,"42,185 miles",2016 reg,Auto,Diesel,"£10,950"
Skoda,Citigo,1.0,MPI Colour Edition,5,"69,660 miles",2018 reg,Manual,Petrol,"£6,550"
Smart,forfour,1.0,Pure,5,"30,606 miles",2018 reg,Manual,Petrol,"£6,850"
Toyota,AYGO,1.0,VVT-i x-play,5,"44,971 miles",2020 reg,Manual,Petrol,"£7,950"
Vauxhall,Viva,1.0i,SE,5,"26,255 miles",2018 reg,Manual,Petrol,"£7,550"
Mitsubishi,Mirage,1.2,Design,5,"51,233 miles",2021 reg,Manual,Petrol,"£8,250"
Toyota,AYGO,1.0,VVT-i x-play,5,"25,430 miles",2019 reg,Manual,Petrol,"£8,550"
Ford,Ka+,1.2,Ti-VCT Zetec,5,"37,747 miles",2018 reg,Manual,Petrol,"£8,350"
Citroen,C1,1.0,VTi Flair,5,"55,285 miles",2015 reg,Manual,Petrol,"£6,500"
Dacia,Sandero,1.0,SCe Ambiance,5,"31,256 miles",2017 reg,Manual,Petrol,"£6,500"
Vauxhall,Crossland X,1.2,SE,5,"42,737 miles",2018 reg,Manual,Petrol,"£8,850"
Toyota,AYGO,1.0,VVT-i x-play,5,"30,922 miles",2020 reg,Manual,Petrol,"£8,700"
Vauxhall,Meriva,1.4i,Turbo SE,5,"65,281 miles",2016 reg,Manual,Petrol,"£6,550"
Renault,Clio,1.5,dCi Dynamique S Nav,5,"82,093 miles",2016 reg,Manual,Diesel,"£6,550"
Skoda,Fabia,1.0,SE,5,"19,264 miles",2019 reg,Manual,Petrol,"£8,700"
Smart,forfour,1.0,Edition 1,5,"65,054 miles",2016 reg,Manual,Petrol,"£6,600"
Kia,Ceed,1.6,CRDi ECO 2,5,"78,068 miles",2019 reg,Manual,Diesel,"£9,050"
Skoda,Fabia,1.0,SE,5,"22,246 miles",2019 reg,Manual,Petrol,"£8,750"
Skoda,Fabia,1.0,SE,5,"22,328 miles",2019 reg,Manual,Petrol,"£8,750"
Vauxhall,Insignia,1.6,CDTi ecoFLEX Tech Line,5,"86,826 miles",2016 reg,Manual,Diesel,"£6,650"
Peugeot,108,1.2,PureTech GT Line,5,"45,644 miles",2017 reg,Manual,Petrol,"£6,650"
Skoda,Fabia,1.0,SE,5,"17,915 miles",2019 reg,Manual,Petrol,"£8,850"
Peugeot,208,1.2,PureTech Active,5,"71,274 miles",2017 reg,Manual,Petrol,"£6,700"
Ford,C-Max,1.0T,EcoBoost Zetec,5,"81,235 miles",2015 reg,Manual,Petrol,"£6,700"
Skoda,Fabia,1.0,SE,5,"23,702 miles",2019 reg,Manual,Petrol,"£8,800"
Toyota,Yaris,1.5,VVT-i Icon,5,"58,880 miles",2017 reg,Manual,Petrol,"£8,400"
Renault,Clio,0.9,TCe Dynamique Nav,5,"73,473 miles",2017 reg,Manual,Petrol,"£7,900"
Skoda,Fabia,1.0,SE,5,"27,082 miles",2019 reg,Manual,Petrol,"£8,800"
Seat,Ibiza,1.0,MPI SE Technology,5,"42,334 miles",2018 reg,Manual,Petrol,"£9,250"
Toyota,AYGO,1.0,VVT-i x-play,5,"20,217 miles",2020 reg,Manual,Petrol,"£9,000"
Skoda,Fabia,1.0,SE,5,"23,181 miles",2019 reg,Manual,Petrol,"£8,850"
Renault,Clio,0.9,TCe GT Line,5,"56,743 miles",2019 reg,Manual,Petrol,"£8,350"
Toyota,AYGO,1.0,VVT-i x-play,5,"20,965 miles",2020 reg,Manual,Petrol,"£9,000"
Peugeot,208,1.2,PureTech Active,5,"47,240 miles",2018 reg,Manual,Petrol,"£7,950"
Dacia,Sandero,1.0,SCe Essential,5,"10,524 miles",2020 reg,Manual,Petrol,"£8,000"
Citroen,C3 Aircross,1.2,PureTech Flair,5,"67,350 miles",2019 reg,Manual,Petrol,"£9,100"
Peugeot,2008,1.2,PureTech Active,5,"78,237 miles",2018 reg,Manual,Petrol,"£8,550"
Skoda,Fabia,1.0,SE,5,"19,016 miles",2019 reg,Manual,Petrol,"£8,950"
Skoda,Fabia,1.0,SE,5,"24,245 miles",2019 reg,Manual,Petrol,"£8,900"
Kia,Rio,1.4,CRDi 2,5,"51,293 miles",2018 reg,Manual,Diesel,"£8,750"
Dacia,Sandero Stepway,0.9,TCe Essential,5,"36,458 miles",2019 reg,Manual,Petrol,"£7,750"
Renault,Captur,0.9,TCe ENERGY Dynamique S Nav,5,"61,112 miles",2018 reg,Manual,Petrol,"£8,800"
Vauxhall,Mokka,1.6i,Exclusiv 2WD,5,"67,186 miles",2016 reg,Manual,Petrol,"£6,850"
Vauxhall,Astra,1.5,Turbo D Business Edition Nav Sports Tourer,5,"91,239 miles",2020 reg,Manual,Diesel,"£9,050"
Suzuki,SX4 S-Cross,1.0,Boosterjet SZ4,5,"19,942 miles",2018 reg,Manual,Petrol,"£9,900"
Renault,Captur,0.9,TCe ENERGY Iconic,5,"50,736 miles",2018 reg,Manual,Petrol,"£8,950"
Skoda,Fabia,1.0,SE,5,"17,930 miles",2019 reg,Manual,Petrol,"£9,050"
Peugeot,308 SW,1.2,PureTech Active,5,"75,583 miles",2016 reg,Manual,Petrol,"£6,900"
Toyota,AYGO,1.0,VVT-i x-play,5,"14,747 miles",2020 reg,Manual,Petrol,"£9,250"
Vauxhall,Corsa,1.4i,ecoFLEX SE,5,"59,491 miles",2015 reg,Manual,Petrol,"£6,950"
