make,model,engine_size,trim,num_doors,mileage,reg_year,transmission_type,fuel_type,price,is_electric
Jaguar,F-PACE,3.0,D300 V6 Portfolio Auto AWD,5,65043,2018,Auto,Diesel,21900,0
Jaguar,XE,2.0,R-Sport Auto,5,34580,2017,Auto,Diesel,15600,0
Jaguar,F-PACE,2.0,D180 Portfolio Auto AWD,5,53176,2019,Auto,Diesel,22300,0
Jaguar,I-PACE,400.0,90kWh S Auto 4WD,5,30034,2020,Auto,hybrid,23200,0
Jaguar,XJ,3.0,V6 Portfolio Auto,5,83320,2016,Auto,Diesel,15900,0
Jaguar,XF,3.0,V6 S Auto,5,73896,2016,Auto,Diesel,16000,0
Jaguar,I-PACE,400.0,90kWh SE Auto 4WD,5,49805,2019,Auto,hybrid,23300,0
Jaguar,E-PACE,2.0,D180 Auto AWD,5,17847,2018,Auto,Diesel,22450,0
Jaguar,F-PACE,2.0,D180 R-Sport Auto AWD,5,22116,2018,Auto,Diesel,23350,0
Jaguar,I-PACE,400.0,90kWh SE Auto 4WD,5,49374,2020,Auto,hybrid,24250,0
Jaguar,E-PACE,2.0,D180 R-Dynamic HSE Auto AWD,5,30145,2019,Auto,Diesel,24150,0
Jaguar,F-PACE,2.0,D180 Portfolio Auto AWD,5,46329,2019,Auto,Diesel,22850,0
Jaguar,F-PACE,2.0,D240 R-Sport Auto AWD,5,49616,2018,Auto,Diesel,23500,0
Jaguar,F-PACE,2.0,P250i R-Sport Auto AWD,5,40333,2019,Auto,Petrol,24550,0
Jaguar,F-PACE,2.0,D180 Portfolio Auto AWD,5,33035,2018,Auto,Diesel,23150,0
Jaguar,I-PACE,400.0,90kWh S Auto 4WD,5,20691,2020,Auto,hybrid,24700,0
Jaguar,XF,3.0,V6 S Auto,5,51601,2016,Auto,Diesel,16800,0
Jaguar,E-PACE,2.0,P200 S Auto AWD,5,12226,2019,Auto,Petrol,24400,0
Jaguar,F-PACE,2.0,D180 Portfolio Auto AWD,5,40073,2019,Auto,Diesel,23700,0
Jaguar,F-PACE,2.0,D240 R-Sport Auto AWD,5,44735,2018,Auto,Diesel,23600,0
Jaguar,F-PACE,2.0,D180 R-Sport Auto,5,49091,2019,Auto,Diesel,22800,0
Jaguar,I-PACE,400.0,90kWh SE Auto 4WD,5,28720,2019,Auto,hybrid,24700,0
Jaguar,F-PACE,2.0,D180 Portfolio Auto AWD,5,23123,2018,Auto,Diesel,23800,0
Jaguar,F-PACE,2.0,D180 R-Sport Auto AWD,5,43122,2019,Auto,Diesel,23650,0
Jaguar,F-PACE,2.0,D240 Portfolio Auto AWD,5,46684,2019,Auto,Diesel,24050,0
Jaguar,E-PACE,2.0,D180 Chequered Flag Auto AWD,5,20698,2020,Auto,Diesel,25550,0
Jaguar,F-PACE,2.0,D180 R-Sport Auto AWD,5,51058,2020,Auto,Diesel,24050,0
Jaguar,F-PACE,2.0,D180 R-Sport Auto,5,35143,2019,Auto,Diesel,23800,0
Jaguar,XJ,3.0,V6 Premium Luxury Auto,5,48052,2016,Auto,Diesel,17700,0
Jaguar,F-PACE,2.0,D180 Portfolio Auto AWD,5,66504,2016,Auto,Diesel,17750,0
Jaguar,F-PACE,2.0,D240 R-Sport Auto AWD,5,44540,2020,Auto,Diesel,25100,0
Jaguar,F-PACE,2.0,D180 R-Sport Auto AWD,5,51539,2019,Auto,Diesel,24000,0
Jaguar,F-PACE,2.0,D180 Chequered Flag Auto AWD,5,40984,2019,Auto,Diesel,26250,0
Jaguar,I-PACE,400.0,90kWh SE Auto 4WD,5,34323,2020,Auto,hybrid,26000,0
Jaguar,XJ,3.0,V6 Luxury Auto,5,48728,2017,Auto,Diesel,17900,0
Jaguar,F-PACE,2.0,D180 R-Sport Auto,5,75792,2017,Auto,Diesel,17950,0
Jaguar,I-PACE,400.0,90kWh SE Auto 4WD,5,35075,2020,Auto,hybrid,26400,0
Jaguar,F-PACE,2.0,D240 R-Sport Auto AWD,5,46709,2020,Auto,Diesel,25350,0
Jaguar,E-PACE,2.0,P250 S Auto AWD,5,31425,2018,Auto,Petrol,22350,0
Jaguar,F-PACE,2.0,D180 R-Sport Auto AWD,5,60369,2018,Auto,Diesel,20800,0
Jaguar,XF,2.0,Portfolio Auto,5,40295,2017,Auto,Petrol,15400,0
Jaguar,E-PACE,2.0,D180 R-Dynamic S AWD,5,30821,2019,Manual,Diesel,21550,0
Jaguar,F-PACE,2.0,D240 R-Sport Auto AWD,5,56576,2017,Auto,Diesel,21350,0
Jaguar,E-PACE,2.0,D150 SE,5,19490,2020,Manual,Diesel,22050,0
Jaguar,F-PACE,2.0,D180 Portfolio Auto,5,77029,2020,Auto,Diesel,20600,0
Jaguar,I-PACE,400.0,90kWh S Auto 4WD,5,40981,2020,Auto,hybrid,22750,0
Jaguar,F-PACE,3.0,D300 V6 Portfolio Auto AWD,5,65043,2018,Auto,Diesel,21900,0
Jaguar,XE,2.0,R-Sport Auto,5,34580,2017,Auto,Diesel,15600,0
Jaguar,F-PACE,2.0,D180 Portfolio Auto AWD,5,53176,2019,Auto,Diesel,22300,0
Jaguar,I-PACE,400.0,90kWh S Auto 4WD,5,30034,2020,Auto,hybrid,23200,0
Jaguar,XJ,3.0,V6 Portfolio Auto,5,83320,2016,Auto,Diesel,15900,0
Jaguar,XF,3.0,V6 S Auto,5,73896,2016,Auto,Diesel,16000,0
Jaguar,I-PACE,400.0,90kWh SE Auto 4WD,5,49805,2019,Auto,hybrid,23300,0
Jaguar,E-PACE,2.0,D180 Auto AWD,5,17847,2018,Auto,Diesel,22450,0
Jaguar,F-PACE,2.0,D180 R-Sport Auto AWD,5,22116,2018,Auto,Diesel,23350,0
Jaguar,I-PACE,400.0,90kWh SE Auto 4WD,5,49374,2020,Auto,hybrid,24250,0
Jaguar,E-PACE,2.0,D180 R-Dynamic HSE Auto AWD,5,30145,2019,Auto,Diesel,24150,0
Jaguar,F-PACE,2.0,D180 Portfolio Auto AWD,5,46329,2019,Auto,Diesel,22850,0
Jaguar,F-PACE,2.0,D240 R-Sport Auto AWD,5,49616,2018,Auto,Diesel,23500,0
Jaguar,F-PACE,2.0,P250i R-Sport Auto AWD,5,40333,2019,Auto,Petrol,24550,0
Jaguar,F-PACE,2.0,D180 Portfolio Auto AWD,5,33035,2018,Auto,Diesel,23150,0
Jaguar,I-PACE,400.0,90kWh S Auto 4WD,5,20691,2020,Auto,hybrid,24700,0
Jaguar,XF,3.0,V6 S Auto,5,51601,2016,Auto,Diesel,16800,0
Jaguar,E-PACE,2.0,P200 S Auto AWD,5,12226,2019,Auto,Petrol,24400,0
Jaguar,F-PACE,2.0,D180 Portfolio Auto AWD,5,40073,2019,Auto,Diesel,23700,0
Jaguar,F-PACE,2.0,D240 R-Sport Auto AWD,5,44735,2018,Auto,Diesel,23600,0
Jaguar,F-PACE,2.0,D180 R-Sport Auto,5,49091,2019,Auto,Diesel,22800,0
Jaguar,I-PACE,400.0,90kWh SE Auto 4WD,5,28720,2019,Auto,hybrid,24700,0
Jaguar,F-PACE,2.0,D180 Portfolio Auto AWD,5,23123,2018,Auto,Diesel,23800,0
Jaguar,F-PACE,2.0,D180 R-Sport Auto AWD,5,43122,2019,Auto,Diesel,23650,0
Jaguar,F-PACE,2.0,D240 Portfolio Auto AWD,5,46684,2019,Auto,Diesel,24050,0
Jaguar,E-PACE,2.0,D180 Chequered Flag Auto AWD,5,20698,2020,Auto,Diesel,25550,0
Jaguar,F-PACE,2.0,D180 R-Sport Auto AWD,5,51058,2020,Auto,Diesel,24050,0
Jaguar,F-PACE,2.0,D180 R-Sport Auto,5,35143,2019,Auto,Diesel,23800,0
Jaguar,XJ,3.0,V6 Premium Luxury Auto,5,48052,2016,Auto,Diesel,17700,0
Jaguar,F-PACE,2.0,D180 Portfolio Auto AWD,5,66504,2016,Auto,Diesel,17750,0
Jaguar,F-PACE,2.0,D240 R-Sport Auto AWD,5,44540,2020,Auto,Diesel,25100,0
Jaguar,F-PACE,2.0,D180 R-Sport Auto AWD,5,51539,2019,Auto,Diesel,24000,0
Jaguar,F-PACE,2.0,D180 Chequered Flag Auto AWD,5,40984,2019,Auto,Diesel,26250,0
Jaguar,I-PACE,400.0,90kWh SE Auto 4WD,5,34323,2020,Auto,hybrid,26000,0
Jaguar,XJ,3.0,V6 Luxury Auto,5,48728,2017,Auto,Diesel,17900,0
Jaguar,F-PACE,2.0,D180 R-Sport Auto,5,75792,2017,Auto,Diesel,17950,0
Jaguar,I-PACE,400.0,90kWh SE Auto 4WD,5,35075,2020,Auto,hybrid,26400,0
Jaguar,F-PACE,2.0,D240 R-Sport Auto AWD,5,46709,2020,Auto,Diesel,25350,0
Audi,A3,1.0,TFSI 30 Sport Sportback,5,49217,2018,Manual,hybrid,12950,0
Audi,A3,1.6,TDI 30 SE Technik Sportback,5,50052,2019,Manual,hybrid,13250,0
Audi,A1,1.6,TDI Sport Sportback (Nav),5,44493,2018,Manual,hybrid,11950,0
Audi,A3,1.6,TDI SE Technik Sportback,5,93330,2018,Manual,hybrid,9500,0
Audi,A3,1.6,TDI SE Technik Sportback,5,80716,2017,Manual,hybrid,9800,0
Audi,Q2,1.0,TFSI Sport,5,63089,2018,Manual,Petrol,13800,0
Audi,A3,1.5,TFSI CoD 35 Sport Sportback,5,44601,2018,Manual,hybrid,14000,0
Audi,A1,1.6,TDI Sport Sportback,5,42575,2016,Manual,hybrid,10100,0
Audi,A3,1.6,TDI SE Technik Sportback,5,86159,2018,Manual,hybrid,10400,0
Audi,Q2,1.4,TFSI CoD Sport,5,38577,2018,Manual,Petrol,15050,0
Audi,A3,1.5,TFSI CoD 35 Sport Sportback,5,97228,2018,Manual,hybrid,10500,0
Audi,Q2,1.0,TFSI S line,5,39279,2018,Manual,Petrol,15300,0
Audi,A1,1.4,TFSI Black Edition Sportback (Nav),5,40724,2018,Manual,hybrid,14150,0
Audi,Q2,1.0,TFSI 30 Sport,5,42744,2020,Manual,Petrol,15300,0
Audi,Q2,1.6,TDI 30 Sport,5,43170,2020,Manual,Diesel,15150,0
Audi,A1,1.0,TFSI 25 Sport Sportback,5,21313,2019,Manual,hybrid,15400,0
Audi,A4,2.0,TFSI 35 Sport,5,63881,2019,Manual,Petrol,13850,0
Audi,A4,1.4,TFSI SE,5,36079,2018,Manual,Petrol,13850,0
Audi,A4,1.4,TFSI S line,5,48328,2018,Manual,Petrol,14000,0
Audi,Q2,1.6,TDI Sport S Tronic,5,53199,2018,Auto,Diesel,15200,0
Audi,A3,1.5,TFSI CoD 35 SE Technik Sportback,5,21696,2019,Manual,hybrid,15500,0
Audi,A1,1.5,TFSI 35 Sport Sportback,5,39583,2019,Manual,hybrid,15400,0
Audi,A3,2.0,TDI S line,5,69621,2018,Manual,Diesel,14450,0
Audi,Q2,1.5,TFSI CoD 35 Sport,5,32277,2019,Manual,Petrol,16250,0
Audi,A4,2.0,TDI 40 Sport S Tronic,5,74912,2019,Auto,Diesel,15250,0
Audi,Q2,1.0,TFSI 30 S line,5,48528,2019,Manual,Petrol,15950,0
Audi,A1,1.0,TFSI 30 S line Sportback,5,38480,2019,Manual,hybrid,15950,0
Audi,Q2,1.0,TFSI 30 SE,5,40589,2019,Manual,Petrol,15650,0
Audi,A1,1.0,TFSI 30 Sport Sportback,5,21341,2019,Manual,hybrid,16050,0
Audi,A3,1.6,TDI SE Technik Sportback,5,45390,2017,Manual,hybrid,11550,0
Audi,A1,1.0,TFSI Sport Sportback,5,21238,2016,Manual,hybrid,11550,0
Audi,A1,1.0,TFSI 30 Sport Sportback,5,15650,2020,Manual,hybrid,16700,0
Audi,A1,1.0,TFSI 30 Sport Sportback,5,21002,2020,Manual,hybrid,16400,0
Audi,Q3,2.0,TDI S line Edition S Tronic quattro,5,67405,2018,Auto,Petrol,15700,0
Audi,Q2,1.6,TDI 30 Sport S Tronic,5,34432,2020,Auto,Diesel,16700,0
Audi,A3,2.0,TDI Sport Sportback,5,45795,2016,Manual,hybrid,11850,0
Audi,A1,1.5,TFSI 35 Sport Sportback S Tronic,5,30639,2019,Auto,hybrid,16900,0
Audi,A4 Avant,1.4,TFSI S line,5,88072,2017,Manual,Petrol,12100,0
Audi,A4 Avant,2.0,TFSI 35 Black Edition,5,98408,2019,Manual,hybrid,15300,0
Audi,A4 Avant,2.0,TDI ultra Sport,5,79180,2017,Manual,Diesel,12150,0
Audi,A3,1.0,TFSI Sport Sportback,5,47734,2016,Manual,hybrid,12200,0
Audi,A4 Avant,1.4,TFSI Sport,5,68652,2016,Manual,Petrol,12200,0
Audi,Q2,1.0,TFSI 30 Sport S Tronic,5,38077,2019,Auto,Petrol,16950,0
Audi,A4,2.0,TDI 35 Technik S Tronic,5,33816,2020,Auto,hybrid,17900,0
Audi,A4,2.0,TDI S line Multitronic (Nav),5,56927,2015,Auto,Diesel,12300,0
Audi,A6 Saloon,2.0,TDI ultra SE,5,59552,2016,Manual,Diesel,12400,0
Audi,Q2,1.6,TDI 30 S line S Tronic,5,37168,2020,Auto,Diesel,17800,0
Audi,A3,1.5,TFSI CoD 35 Black Edition Sportback,5,25037,2019,Manual,hybrid,17900,0
Audi,Q2,1.6,TDI 30 Technik S Tronic,5,12725,2020,Auto,hybrid,17900,0
Audi,A3,1.0,TFSI SE Sportback,5,29297,2018,Manual,hybrid,12800,0
Audi,A3,1.5,TFSI CoD 35 S line Sportback S Tronic,5,35503,2019,Auto,hybrid,17700,0
Audi,A1,1.0,TFSI 30 Sport Sportback,5,21529,2022,Manual,hybrid,18150,0
Audi,A1,1.0,TFSI Sport Sportback,5,9452,2016,Manual,hybrid,12900,0
Audi,A3,1.5,TFSI 35 S line Sportback,5,25609,2020,Manual,hybrid,19650,0
Audi,Q2,1.6,TDI 30 S line S Tronic,5,25004,2019,Auto,Diesel,18250,0
Audi,A4 Avant,1.4,TFSI Sport,5,58106,2017,Manual,Petrol,12950,0
Audi,Q2,1.6,TDI 30 S line S Tronic,5,27964,2019,Auto,Diesel,18350,0
Audi,A3,1.5,TFSI CoD S line Sportback S Tronic,5,90170,2018,Auto,hybrid,13050,0
Audi,A1,1.0,TFSI 30 S line Sportback S Tronic,5,32173,2019,Auto,hybrid,18200,0
Audi,A1,1.0,TFSI 30 S line Sportback,5,16603,2021,Manual,hybrid,18800,0
Audi,A4,2.0,TFSI 35 Sport S Tronic,5,48318,2019,Auto,Petrol,16900,0
Audi,A3,1.5,TFSI 35 Sport Sportback S Tronic,5,23662,2020,Auto,hybrid,19850,0
Audi,Q2,1.6,TDI Sport,5,51953,2017,Manual,Diesel,13250,0
Audi,Q3,2.0,TDI SE S Tronic quattro,5,67112,2016,Auto,Diesel,13500,0
Audi,A4,2.0,TDI 35 S line S Tronic,5,25840,2019,Auto,Diesel,18850,0
Audi,A3,1.5,TFSI CoD 35 Black Edition S Tronic,5,38621,2018,Auto,hybrid,18150,0
Audi,A4,2.0,TFSI 35 S line,5,33650,2019,Manual,Petrol,17500,0
Audi,A3,1.5,TFSI CoD 35 Black Edition S Tronic,5,33816,2018,Auto,hybrid,18850,0
Audi,A3,1.5,TFSI 35 S line Sportback,5,12484,2020,Manual,hybrid,21150,0
Audi,Q2,1.0,TFSI Sport,5,49780,2017,Manual,Petrol,13500,0
Audi,A3,1.0,TFSI 30 Sport S Tronic,5,34300,2021,Auto,Petrol,19400,0
Audi,A3,1.5,TFSI 35 S line Sportback,5,32969,2020,Manual,hybrid,19100,0
Audi,A3,1.6,TDI SE Sportback S Tronic,5,23112,2016,Auto,hybrid,13600,0
Audi,A3,1.5,TFSI 35 S line Sportback,5,20646,2020,Manual,hybrid,20550,0
Audi,A4 Avant,2.0,TFSI 35 Sport S Tronic,5,67876,2020,Auto,Petrol,17800,0
Audi,A3,1.4,TFSI e-tron Sportback e-S Tronic 8.8kWh,5,70327,2017,Auto,hybrid,13750,0
Audi,A1,1.4,TFSI Sport Sportback S Tronic,5,29973,2017,Auto,hybrid,13750,0
Audi,Q2,1.5,TFSI CoD 35 S line S Tronic,5,20073,2019,Auto,Petrol,19900,0
Audi,Q2,1.5,TFSI CoD 35 Sport S Tronic,5,4469,2019,Auto,Petrol,20000,0
Audi,A1,1.4,TFSI S line Sportback S Tronic,5,46978,2017,Auto,hybrid,14000,0
Audi,A6 Avant,2.0,TDI ultra SE,5,53154,2016,Manual,Diesel,14250,0
Audi,Q2,1.6,TDI 30 Black Edition S Tronic,5,42068,2020,Auto,hybrid,19650,0
Audi,Q2,1.0,TFSI Sport,5,37983,2017,Manual,Petrol,14100,0
Audi,Q2,1.5,TFSI CoD 35 Technik S Tronic,5,10584,2020,Auto,hybrid,20400,0
Audi,Q2,1.6,TDI 30 Black Edition,5,22072,2020,Manual,hybrid,20100,0
Audi,A1,1.0,TFSI 30 Citycarver S Tronic,5,4570,2020,Auto,Petrol,20600,0
Audi,A1,1.5,TFSI 35 S line Style Edition Sportback S Tronic,5,38440,2020,Auto,hybrid,20150,0
Audi,A3,1.5,TFSI 35 Sport Sportback,5,15143,2022,Manual,hybrid,21450,0
Audi,Q3,2.0,TDI S line S Tronic quattro,5,54737,2015,Auto,Diesel,14500,0
Audi,Q3,2.0,TDI SE,5,26152,2016,Manual,Diesel,14550,0
Audi,Q2,1.5,TFSI CoD 35 Black Edition S Tronic,5,53250,2020,Auto,hybrid,20150,0
Audi,A5,2.0,TFSI 35 S line Sportback S Tronic,5,50349,2019,Auto,hybrid,18750,0
Audi,Q2,1.6,TDI 30 S line S Tronic,5,37168,2020,Auto,Diesel,17800,0
Audi,A3,1.5,TFSI CoD 35 Black Edition Sportback,5,25037,2019,Manual,hybrid,17900,0
Audi,Q2,1.6,TDI 30 Technik S Tronic,5,12725,2020,Auto,hybrid,17900,0
Audi,A3,1.0,TFSI SE Sportback,5,29297,2018,Manual,hybrid,12800,0
Audi,A3,1.5,TFSI CoD 35 S line Sportback S Tronic,5,35503,2019,Auto,hybrid,17700,0
Audi,A1,1.0,TFSI 30 Sport Sportback,5,21529,2022,Manual,hybrid,18150,0
Audi,A1,1.0,TFSI Sport Sportback,5,9452,2016,Manual,hybrid,12900,0
Audi,A3,1.5,TFSI 35 S line Sportback,5,25609,2020,Manual,hybrid,19650,0
Audi,Q2,1.6,TDI 30 S line S Tronic,5,25004,2019,Auto,Diesel,18250,0
Audi,A4 Avant,1.4,TFSI Sport,5,58106,2017,Manual,Petrol,12950,0
Audi,Q2,1.6,TDI 30 S line S Tronic,5,27964,2019,Auto,Diesel,18350,0
Audi,A3,1.5,TFSI CoD S line Sportback S Tronic,5,90170,2018,Auto,hybrid,13050,0
Audi,A1,1.0,TFSI 30 S line Sportback S Tronic,5,32173,2019,Auto,hybrid,18200,0
Audi,A1,1.0,TFSI 30 S line Sportback,5,16603,2021,Manual,hybrid,18800,0
Audi,A4,2.0,TFSI 35 Sport S Tronic,5,48318,2019,Auto,Petrol,16900,0
Audi,A3,1.5,TFSI 35 Sport Sportback S Tronic,5,23662,2020,Auto,hybrid,19850,0
Audi,Q2,1.6,TDI Sport,5,51953,2017,Manual,Diesel,13250,0
Audi,Q3,2.0,TDI SE S Tronic quattro,5,67112,2016,Auto,Diesel,13500,0
Audi,A4,2.0,TDI 35 S line S Tronic,5,25840,2019,Auto,Diesel,18850,0
Audi,A3,1.5,TFSI CoD 35 Black Edition S Tronic,5,38621,2018,Auto,hybrid,18150,0
Audi,A4,2.0,TFSI 35 S line,5,33650,2019,Manual,Petrol,17500,0
Audi,A3,1.5,TFSI CoD 35 Black Edition S Tronic,5,33816,2018,Auto,hybrid,18850,0
Audi,A3,1.5,TFSI 35 S line Sportback,5,12484,2020,Manual,hybrid,21150,0
Audi,Q2,1.0,TFSI Sport,5,49780,2017,Manual,Petrol,13500,0
Audi,A3,1.0,TFSI 30 Sport S Tronic,5,34300,2021,Auto,Petrol,19400,0
Audi,A3,1.5,TFSI 35 S line Sportback,5,32969,2020,Manual,hybrid,19100,0
Audi,A3,1.6,TDI SE Sportback S Tronic,5,23112,2016,Auto,hybrid,13600,0
Audi,A3,1.5,TFSI 35 S line Sportback,5,20646,2020,Manual,hybrid,20550,0
Audi,A4 Avant,2.0,TFSI 35 Sport S Tronic,5,67876,2020,Auto,Petrol,17800,0
Audi,A3,1.4,TFSI e-tron Sportback e-S Tronic 8.8kWh,5,70327,2017,Auto,hybrid,13750,0
Audi,A1,1.4,TFSI Sport Sportback S Tronic,5,29973,2017,Auto,hybrid,13750,0
Audi,Q2,1.5,TFSI CoD 35 S line S Tronic,5,20073,2019,Auto,Petrol,19900,0
Audi,Q2,1.5,TFSI CoD 35 Sport S Tronic,5,4469,2019,Auto,Petrol,20000,0
Audi,A1,1.4,TFSI S line Sportback S Tronic,5,46978,2017,Auto,hybrid,14000,0
Audi,A6 Avant,2.0,TDI ultra SE,5,53154,2016,Manual,Diesel,14250,0
Audi,Q2,1.6,TDI 30 Black Edition S Tronic,5,42068,2020,Auto,hybrid,19650,0
Audi,Q2,1.0,TFSI Sport,5,37983,2017,Manual,Petrol,14100,0
Audi,Q2,1.5,TFSI CoD 35 Technik S Tronic,5,10584,2020,Auto,hybrid,20400,0
Audi,Q2,1.6,TDI 30 Black Edition,5,22072,2020,Manual,hybrid,20100,0
Audi,A1,1.0,TFSI 30 Citycarver S Tronic,5,4570,2020,Auto,Petrol,20600,0
Audi,A1,1.5,TFSI 35 S line Style Edition Sportback S Tronic,5,38440,2020,Auto,hybrid,20150,0
Audi,A3,1.5,TFSI 35 Sport Sportback,5,15143,2022,Manual,hybrid,21450,0
Audi,Q3,2.0,TDI S line S Tronic quattro,5,54737,2015,Auto,Diesel,14500,0
Audi,Q3,2.0,TDI SE,5,26152,2016,Manual,Diesel,14550,0
Audi,Q2,1.5,TFSI CoD 35 Black Edition S Tronic,5,53250,2020,Auto,hybrid,20150,0
Audi,A5,2.0,TFSI 35 S line Sportback S Tronic,5,50349,2019,Auto,hybrid,18750,0
Audi,Q2,1.6,TDI 30 S line S Tronic,5,37168,2020,Auto,Diesel,17800,0
Audi,A3,1.5,TFSI CoD 35 Black Edition Sportback,5,25037,2019,Manual,hybrid,17900,0
Audi,Q2,1.6,TDI 30 Technik S Tronic,5,12725,2020,Auto,hybrid,17900,0
Audi,A3,1.0,TFSI SE Sportback,5,29297,2018,Manual,hybrid,12800,0
Audi,A3,1.5,TFSI CoD 35 S line Sportback S Tronic,5,35503,2019,Auto,hybrid,17700,0
Audi,A1,1.0,TFSI 30 Sport Sportback,5,21529,2022,Manual,hybrid,18150,0
Audi,A1,1.0,TFSI Sport Sportback,5,9452,2016,Manual,hybrid,12900,0
Audi,A3,1.5,TFSI 35 S line Sportback,5,25609,2020,Manual,hybrid,19650,0
Audi,Q2,1.6,TDI 30 S line S Tronic,5,25004,2019,Auto,Diesel,18250,0
Audi,A4 Avant,1.4,TFSI Sport,5,58106,2017,Manual,Petrol,12950,0
Audi,Q2,1.6,TDI 30 S line S Tronic,5,27964,2019,Auto,Diesel,18350,0
Audi,A3,1.5,TFSI CoD S line Sportback S Tronic,5,90170,2018,Auto,hybrid,13050,0
Audi,A1,1.0,TFSI 30 S line Sportback S Tronic,5,32173,2019,Auto,hybrid,18200,0
Audi,A1,1.0,TFSI 30 S line Sportback,5,16603,2021,Manual,hybrid,18800,0
Audi,A4,2.0,TFSI 35 Sport S Tronic,5,48318,2019,Auto,Petrol,16900,0
Audi,A3,1.5,TFSI 35 Sport Sportback S Tronic,5,23662,2020,Auto,hybrid,19850,0
Audi,Q2,1.6,TDI Sport,5,51953,2017,Manual,Diesel,13250,0
Audi,Q3,2.0,TDI SE S Tronic quattro,5,67112,2016,Auto,Diesel,13500,0
Audi,A4,2.0,TDI 35 S line S Tronic,5,25840,2019,Auto,Diesel,18850,0
Audi,A3,1.5,TFSI CoD 35 Black Edition S Tronic,5,38621,2018,Auto,hybrid,18150,0
Audi,A4,2.0,TFSI 35 S line,5,33650,2019,Manual,Petrol,17500,0
Audi,A3,1.5,TFSI CoD 35 Black Edition S Tronic,5,33816,2018,Auto,hybrid,18850,0
Audi,A3,1.5,TFSI 35 S line Sportback,5,12484,2020,Manual,hybrid,21150,0
Audi,Q2,1.0,TFSI Sport,5,49780,2017,Manual,Petrol,13500,0
Audi,A3,1.0,TFSI 30 Sport S Tronic,5,34300,2021,Auto,Petrol,19400,0
Audi,A3,1.5,TFSI 35 S line Sportback,5,32969,2020,Manual,hybrid,19100,0
Audi,A3,1.6,TDI SE Sportback S Tronic,5,23112,2016,Auto,hybrid,13600,0
Audi,A3,1.5,TFSI 35 S line Sportback,5,20646,2020,Manual,hybrid,20550,0
Audi,A4 Avant,2.0,TFSI 35 Sport S Tronic,5,67876,2020,Auto,Petrol,17800,0
Audi,A3,1.4,TFSI e-tron Sportback e-S Tronic 8.8kWh,5,70327,2017,Auto,hybrid,13750,0
Audi,A1,1.4,TFSI Sport Sportback S Tronic,5,29973,2017,Auto,hybrid,13750,0
Audi,Q2,1.5,TFSI CoD 35 S line S Tronic,5,20073,2019,Auto,Petrol,19900,0
Audi,Q2,1.5,TFSI CoD 35 Sport S Tronic,5,4469,2019,Auto,Petrol,20000,0
Audi,A1,1.4,TFSI S line Sportback S Tronic,5,46978,2017,Auto,hybrid,14000,0
Audi,A6 Avant,2.0,TDI ultra SE,5,53154,2016,Manual,Diesel,14250,0
Audi,Q2,1.6,TDI 30 Black Edition S Tronic,5,42068,2020,Auto,hybrid,19650,0
Audi,Q2,1.0,TFSI Sport,5,37983,2017,Manual,Petrol,14100,0
Audi,Q2,1.5,TFSI CoD 35 Technik S Tronic,5,10584,2020,Auto,hybrid,20400,0
Audi,Q2,1.6,TDI 30 Black Edition,5,22072,2020,Manual,hybrid,20100,0
Audi,A1,1.0,TFSI 30 Citycarver S Tronic,5,4570,2020,Auto,Petrol,20600,0
Audi,A1,1.5,TFSI 35 S line Style Edition Sportback S Tronic,5,38440,2020,Auto,hybrid,20150,0
Audi,A3,1.5,TFSI 35 Sport Sportback,5,15143,2022,Manual,hybrid,21450,0
Audi,Q3,2.0,TDI S line S Tronic quattro,5,54737,2015,Auto,Diesel,14500,0
Audi,Q3,2.0,TDI SE,5,26152,2016,Manual,Diesel,14550,0
Audi,Q2,1.5,TFSI CoD 35 Black Edition S Tronic,5,53250,2020,Auto,hybrid,20150,0
Audi,A5,2.0,TFSI 35 S line Sportback S Tronic,5,50349,2019,Auto,hybrid,18750,0
BMW,1 Series,1.5,116d Sport,5,72492,2015,Manual,Diesel,8450,0
BMW,3 Series,2.0,320d ED Plus Touring,5,87928,2018,Manual,Diesel,11000,0
BMW,1 Series,1.5,116d Sport,5,97850,2018,Manual,Diesel,9200,0
BMW,1 Series,1.5,116d Sport,5,78483,2017,Manual,Diesel,9400,0
BMW,1 Series,1.5,118i SE,5,58777,2017,Manual,Petrol,10000,0
BMW,1 Series,1.5,118i Sport,5,78951,2018,Manual,Petrol,10350,0
BMW,1 Series,1.5,116d SE,5,56818,2017,Manual,Diesel,10400,0
BMW,1 Series,1.5,118i Sport,5,55058,2016,Manual,Petrol,10400,0
BMW,2 Series Active Tourer,1.5,225xe 7.6kWh Sport Auto 4WD,5,71036,2019,Auto,hybrid,13750,0
BMW,1 Series,1.5,118i Sport,5,60467,2017,Manual,Petrol,10450,0
BMW,3 Series,2.0,320d ED Plus,5,96715,2018,Manual,Diesel,10500,0
BMW,3 Series,2.0,320d ED Plus,5,43266,2018,Manual,Diesel,13450,0
BMW,2 Series Active Tourer,2.0,218d Luxury,5,54157,2019,Manual,Diesel,13700,0
BMW,1 Series,1.5,116d Sport,5,46779,2017,Manual,Diesel,10650,0
BMW,1 Series,1.5,118i Sport,5,58859,2017,Manual,Petrol,10700,0
BMW,1 Series,1.5,116d Sport,5,48863,2017,Manual,Diesel,10800,0
